continent,country,date,total_cases,new_cases,total_deaths,new_deaths,stringency_index,population,population_density,median_age,aged_65_older,gdp_per_capita,extreme_poverty,cvd_death_rate,diabetes_prevalence,female_smokers,male_smokers,handwashing_facilities,hospital_beds_per_thousand
Europe,Albania,2020-04-04,304,27,17,1,84.26,2877800,104.871,38,13.188,11803.431,1.1,304.195,10.08,7.1,51.2,,2.89
Europe,Albania,2020-04-05,333,29,19,2,84.26,2877800,104.871,38,13.188,11803.431,1.1,304.195,10.08,7.1,51.2,,2.89
Europe,Albania,2020-04-06,361,28,21,2,84.26,2877800,104.871,38,13.188,11803.431,1.1,304.195,10.08,7.1,51.2,,2.89
Europe,Albania,2020-04-07,377,16,22,1,84.26,2877800,104.871,38,13.188,11803.431,1.1,304.195,10.08,7.1,51.2,,2.89
Europe,Albania,2020-04-08,383,6,22,0,84.26,2877800,104.871,38,13.188,11803.431,1.1,304.195,10.08,7.1,51.2,,2.89
Europe,Albania,2020-04-09,400,17,22,0,84.26,2877800,104.871,38,13.188,11803.431,1.1,304.195,10.08,7.1,51.2,,2.89
Europe,Albania,2020-04-10,409,9,23,1,84.26,2877800,104.871,38,13.188,11803.431,1.1,304.195,10.08,7.1,51.2,,2.89
Europe,Albania,2020-04-11,416,7,23,0,84.26,2877800,104.871,38,13.188,11803.431,1.1,304.195,10.08,7.1,51.2,,2.89
Europe,Albania,2020-04-12,433,17,23,0,84.26,2877800,104.871,38,13.188,11803.431,1.1,304.195,10.08,7.1,51.2,,2.89
Europe,Albania,2020-04-13,446,13,23,0,84.26,2877800,104.871,38,13.188,11803.431,1.1,304.195,10.08,7.1,51.2,,2.89
Europe,Albania,2020-04-14,467,21,23,0,84.26,2877800,104.871,38,13.188,11803.431,1.1,304.195,10.08,7.1,51.2,,2.89
Europe,Albania,2020-04-15,475,8,24,1,84.26,2877800,104.871,38,13.188,11803.431,1.1,304.195,10.08,7.1,51.2,,2.89
Europe,Albania,2020-04-16,494,19,25,1,84.26,2877800,104.871,38,13.188,11803.431,1.1,304.195,10.08,7.1,51.2,,2.89
Europe,Albania,2020-04-17,518,24,26,1,84.26,2877800,104.871,38,13.188,11803.431,1.1,304.195,10.08,7.1,51.2,,2.89
Europe,Albania,2020-04-18,539,21,26,0,89.81,2877800,104.871,38,13.188,11803.431,1.1,304.195,10.08,7.1,51.2,,2.89
Europe,Albania,2020-04-19,548,9,26,0,89.81,2877800,104.871,38,13.188,11803.431,1.1,304.195,10.08,7.1,51.2,,2.89
Europe,Albania,2020-04-20,562,14,26,0,89.81,2877800,104.871,38,13.188,11803.431,1.1,304.195,10.08,7.1,51.2,,2.89
Europe,Albania,2020-04-21,584,22,26,0,89.81,2877800,104.871,38,13.188,11803.431,1.1,304.195,10.08,7.1,51.2,,2.89
Europe,Albania,2020-04-22,609,25,26,0,89.81,2877800,104.871,38,13.188,11803.431,1.1,304.195,10.08,7.1,51.2,,2.89
Europe,Albania,2020-04-23,634,25,27,1,89.81,2877800,104.871,38,13.188,11803.431,1.1,304.195,10.08,7.1,51.2,,2.89
Europe,Albania,2020-04-24,663,29,27,0,89.81,2877800,104.871,38,13.188,11803.431,1.1,304.195,10.08,7.1,51.2,,2.89
Europe,Albania,2020-04-25,678,15,27,0,89.81,2877800,104.871,38,13.188,11803.431,1.1,304.195,10.08,7.1,51.2,,2.89
Europe,Albania,2020-04-26,712,34,27,0,89.81,2877800,104.871,38,13.188,11803.431,1.1,304.195,10.08,7.1,51.2,,2.89
Europe,Albania,2020-04-27,726,14,28,1,89.81,2877800,104.871,38,13.188,11803.431,1.1,304.195,10.08,7.1,51.2,,2.89
Europe,Albania,2020-04-28,736,10,28,0,89.81,2877800,104.871,38,13.188,11803.431,1.1,304.195,10.08,7.1,51.2,,2.89
Europe,Albania,2020-04-29,750,14,30,2,89.81,2877800,104.871,38,13.188,11803.431,1.1,304.195,10.08,7.1,51.2,,2.89
Europe,Albania,2020-04-30,766,16,31,1,89.81,2877800,104.871,38,13.188,11803.431,1.1,304.195,10.08,7.1,51.2,,2.89
Europe,Albania,2020-05-01,773,7,31,0,89.81,2877800,104.871,38,13.188,11803.431,1.1,304.195,10.08,7.1,51.2,,2.89
Europe,Albania,2020-05-02,782,9,31,0,89.81,2877800,104.871,38,13.188,11803.431,1.1,304.195,10.08,7.1,51.2,,2.89
Europe,Albania,2020-05-03,789,7,31,0,89.81,2877800,104.871,38,13.188,11803.431,1.1,304.195,10.08,7.1,51.2,,2.89
Europe,Albania,2020-05-04,795,6,31,0,89.81,2877800,104.871,38,13.188,11803.431,1.1,304.195,10.08,7.1,51.2,,2.89
Europe,Albania,2020-05-05,803,8,31,0,89.81,2877800,104.871,38,13.188,11803.431,1.1,304.195,10.08,7.1,51.2,,2.89
Europe,Albania,2020-05-06,820,17,31,0,89.81,2877800,104.871,38,13.188,11803.431,1.1,304.195,10.08,7.1,51.2,,2.89
Europe,Albania,2020-05-07,832,12,31,0,89.81,2877800,104.871,38,13.188,11803.431,1.1,304.195,10.08,7.1,51.2,,2.89
Europe,Albania,2020-05-08,842,10,31,0,89.81,2877800,104.871,38,13.188,11803.431,1.1,304.195,10.08,7.1,51.2,,2.89
Europe,Albania,2020-05-09,850,8,31,0,89.81,2877800,104.871,38,13.188,11803.431,1.1,304.195,10.08,7.1,51.2,,2.89
Europe,Albania,2020-05-10,856,6,31,0,89.81,2877800,104.871,38,13.188,11803.431,1.1,304.195,10.08,7.1,51.2,,2.89
Europe,Albania,2020-05-11,868,12,31,0,89.81,2877800,104.871,38,13.188,11803.431,1.1,304.195,10.08,7.1,51.2,,2.89
Europe,Albania,2020-05-12,872,4,31,0,89.81,2877800,104.871,38,13.188,11803.431,1.1,304.195,10.08,7.1,51.2,,2.89
Europe,Albania,2020-05-13,876,4,31,0,89.81,2877800,104.871,38,13.188,11803.431,1.1,304.195,10.08,7.1,51.2,,2.89
Europe,Albania,2020-05-14,880,4,31,0,89.81,2877800,104.871,38,13.188,11803.431,1.1,304.195,10.08,7.1,51.2,,2.89
Europe,Albania,2020-05-15,898,18,31,0,89.81,2877800,104.871,38,13.188,11803.431,1.1,304.195,10.08,7.1,51.2,,2.89
Europe,Albania,2020-05-16,916,18,31,0,89.81,2877800,104.871,38,13.188,11803.431,1.1,304.195,10.08,7.1,51.2,,2.89
Europe,Albania,2020-05-17,933,17,31,0,89.81,2877800,104.871,38,13.188,11803.431,1.1,304.195,10.08,7.1,51.2,,2.89
Europe,Albania,2020-05-18,946,13,31,0,83.33,2877800,104.871,38,13.188,11803.431,1.1,304.195,10.08,7.1,51.2,,2.89
Europe,Albania,2020-05-19,948,2,31,0,83.33,2877800,104.871,38,13.188,11803.431,1.1,304.195,10.08,7.1,51.2,,2.89
Europe,Albania,2020-05-20,949,1,31,0,83.33,2877800,104.871,38,13.188,11803.431,1.1,304.195,10.08,7.1,51.2,,2.89
Europe,Albania,2020-05-21,964,15,31,0,83.33,2877800,104.871,38,13.188,11803.431,1.1,304.195,10.08,7.1,51.2,,2.89
Europe,Albania,2020-05-22,969,5,31,0,83.33,2877800,104.871,38,13.188,11803.431,1.1,304.195,10.08,7.1,51.2,,2.89
Europe,Albania,2020-05-23,981,12,31,0,83.33,2877800,104.871,38,13.188,11803.431,1.1,304.195,10.08,7.1,51.2,,2.89
Europe,Albania,2020-05-24,989,8,31,0,83.33,2877800,104.871,38,13.188,11803.431,1.1,304.195,10.08,7.1,51.2,,2.89
Europe,Albania,2020-05-25,998,9,32,1,83.33,2877800,104.871,38,13.188,11803.431,1.1,304.195,10.08,7.1,51.2,,2.89
Europe,Albania,2020-05-26,1004,6,32,0,86.11,2877800,104.871,38,13.188,11803.431,1.1,304.195,10.08,7.1,51.2,,2.89
Europe,Albania,2020-05-27,1029,25,33,1,86.11,2877800,104.871,38,13.188,11803.431,1.1,304.195,10.08,7.1,51.2,,2.89
Europe,Albania,2020-05-28,1050,21,33,0,86.11,2877800,104.871,38,13.188,11803.431,1.1,304.195,10.08,7.1,51.2,,2.89
Europe,Albania,2020-05-29,1076,26,33,0,86.11,2877800,104.871,38,13.188,11803.431,1.1,304.195,10.08,7.1,51.2,,2.89
Europe,Albania,2020-05-30,1099,23,33,0,86.11,2877800,104.871,38,13.188,11803.431,1.1,304.195,10.08,7.1,51.2,,2.89
Europe,Albania,2020-05-31,1122,23,33,0,86.11,2877800,104.871,38,13.188,11803.431,1.1,304.195,10.08,7.1,51.2,,2.89
Europe,Albania,2020-06-01,1137,15,33,0,67.59,2877800,104.871,38,13.188,11803.431,1.1,304.195,10.08,7.1,51.2,,2.89
Europe,Andorra,2020-04-04,439,11,16,1,48.15,77265,163.755,,,,,109.135,7.97,29,37.8,,
Europe,Andorra,2020-04-05,466,27,17,1,48.15,77265,163.755,,,,,109.135,7.97,29,37.8,,
Europe,Andorra,2020-04-06,501,35,18,1,48.15,77265,163.755,,,,,109.135,7.97,29,37.8,,
Europe,Andorra,2020-04-07,526,25,21,3,48.15,77265,163.755,,,,,109.135,7.97,29,37.8,,
Europe,Andorra,2020-04-08,545,19,22,1,56.48,77265,163.755,,,,,109.135,7.97,29,37.8,,
Europe,Andorra,2020-04-09,564,19,23,1,56.48,77265,163.755,,,,,109.135,7.97,29,37.8,,
Europe,Andorra,2020-04-10,583,19,25,2,56.48,77265,163.755,,,,,109.135,7.97,29,37.8,,
Europe,Andorra,2020-04-11,601,18,26,1,56.48,77265,163.755,,,,,109.135,7.97,29,37.8,,
Europe,Andorra,2020-04-12,622,21,28,2,56.48,77265,163.755,,,,,109.135,7.97,29,37.8,,
Europe,Andorra,2020-04-13,638,16,29,1,56.48,77265,163.755,,,,,109.135,7.97,29,37.8,,
Europe,Andorra,2020-04-14,646,8,29,0,56.48,77265,163.755,,,,,109.135,7.97,29,37.8,,
Europe,Andorra,2020-04-15,659,13,31,2,56.48,77265,163.755,,,,,109.135,7.97,29,37.8,,
Europe,Andorra,2020-04-16,673,14,33,2,56.48,77265,163.755,,,,,109.135,7.97,29,37.8,,
Europe,Andorra,2020-04-17,682,9,33,0,56.48,77265,163.755,,,,,109.135,7.97,29,37.8,,
Europe,Andorra,2020-04-18,696,14,35,2,56.48,77265,163.755,,,,,109.135,7.97,29,37.8,,
Europe,Andorra,2020-04-19,704,8,35,0,56.48,77265,163.755,,,,,109.135,7.97,29,37.8,,
Europe,Andorra,2020-04-20,713,9,36,1,52.78,77265,163.755,,,,,109.135,7.97,29,37.8,,
Europe,Andorra,2020-04-21,717,4,36,0,52.78,77265,163.755,,,,,109.135,7.97,29,37.8,,
Europe,Andorra,2020-04-22,717,0,37,1,52.78,77265,163.755,,,,,109.135,7.97,29,37.8,,
Europe,Andorra,2020-04-23,723,6,37,0,52.78,77265,163.755,,,,,109.135,7.97,29,37.8,,
Europe,Andorra,2020-04-24,724,1,37,0,52.78,77265,163.755,,,,,109.135,7.97,29,37.8,,
Europe,Andorra,2020-04-25,731,7,40,3,52.78,77265,163.755,,,,,109.135,7.97,29,37.8,,
Europe,Andorra,2020-04-26,733,2,40,0,52.78,77265,163.755,,,,,109.135,7.97,29,37.8,,
Europe,Andorra,2020-04-27,740,7,40,0,52.78,77265,163.755,,,,,109.135,7.97,29,37.8,,
Europe,Andorra,2020-04-28,743,3,40,0,52.78,77265,163.755,,,,,109.135,7.97,29,37.8,,
Europe,Andorra,2020-04-29,743,0,41,1,52.78,77265,163.755,,,,,109.135,7.97,29,37.8,,
Europe,Andorra,2020-04-30,743,0,42,1,52.78,77265,163.755,,,,,109.135,7.97,29,37.8,,
Europe,Andorra,2020-05-01,745,2,42,0,52.78,77265,163.755,,,,,109.135,7.97,29,37.8,,
Europe,Andorra,2020-05-02,746,1,43,1,52.78,77265,163.755,,,,,109.135,7.97,29,37.8,,
Europe,Andorra,2020-05-03,747,1,44,1,52.78,77265,163.755,,,,,109.135,7.97,29,37.8,,
Europe,Andorra,2020-05-04,748,1,45,1,52.78,77265,163.755,,,,,109.135,7.97,29,37.8,,
Europe,Andorra,2020-05-05,750,2,45,0,52.78,77265,163.755,,,,,109.135,7.97,29,37.8,,
Europe,Andorra,2020-05-06,751,1,46,1,52.78,77265,163.755,,,,,109.135,7.97,29,37.8,,
Europe,Andorra,2020-05-07,751,0,46,0,52.78,77265,163.755,,,,,109.135,7.97,29,37.8,,
Europe,Andorra,2020-05-08,752,1,47,1,52.78,77265,163.755,,,,,109.135,7.97,29,37.8,,
Europe,Andorra,2020-05-09,752,0,47,0,52.78,77265,163.755,,,,,109.135,7.97,29,37.8,,
Europe,Andorra,2020-05-10,754,2,48,1,52.78,77265,163.755,,,,,109.135,7.97,29,37.8,,
Europe,Andorra,2020-05-11,755,1,48,0,50,77265,163.755,,,,,109.135,7.97,29,37.8,,
Europe,Andorra,2020-05-12,756,1,48,0,50,77265,163.755,,,,,109.135,7.97,29,37.8,,
Europe,Andorra,2020-05-13,758,2,48,0,50,77265,163.755,,,,,109.135,7.97,29,37.8,,
Europe,Andorra,2020-05-14,760,2,49,1,50,77265,163.755,,,,,109.135,7.97,29,37.8,,
Europe,Andorra,2020-05-15,761,1,49,0,50,77265,163.755,,,,,109.135,7.97,29,37.8,,
Europe,Andorra,2020-05-16,761,0,49,0,50,77265,163.755,,,,,109.135,7.97,29,37.8,,
Europe,Andorra,2020-05-17,761,0,51,2,50,77265,163.755,,,,,109.135,7.97,29,37.8,,
Europe,Andorra,2020-05-18,761,0,51,0,50,77265,163.755,,,,,109.135,7.97,29,37.8,,
Europe,Andorra,2020-05-19,761,0,51,0,50,77265,163.755,,,,,109.135,7.97,29,37.8,,
Europe,Andorra,2020-05-20,761,0,51,0,50,77265,163.755,,,,,109.135,7.97,29,37.8,,
Europe,Andorra,2020-05-21,762,1,51,0,50,77265,163.755,,,,,109.135,7.97,29,37.8,,
Europe,Andorra,2020-05-22,762,0,51,0,50,77265,163.755,,,,,109.135,7.97,29,37.8,,
Europe,Andorra,2020-05-23,762,0,51,0,50,77265,163.755,,,,,109.135,7.97,29,37.8,,
Europe,Andorra,2020-05-24,762,0,51,0,50,77265,163.755,,,,,109.135,7.97,29,37.8,,
Europe,Andorra,2020-05-25,763,1,51,0,50,77265,163.755,,,,,109.135,7.97,29,37.8,,
Europe,Andorra,2020-05-26,763,0,51,0,50,77265,163.755,,,,,109.135,7.97,29,37.8,,
Europe,Andorra,2020-05-27,763,0,51,0,50,77265,163.755,,,,,109.135,7.97,29,37.8,,
Europe,Andorra,2020-05-28,763,0,51,0,50,77265,163.755,,,,,109.135,7.97,29,37.8,,
Europe,Andorra,2020-05-29,763,0,51,0,50,77265,163.755,,,,,109.135,7.97,29,37.8,,
Europe,Andorra,2020-05-30,764,1,51,0,50,77265,163.755,,,,,109.135,7.97,29,37.8,,
Europe,Andorra,2020-05-31,764,0,51,0,50,77265,163.755,,,,,109.135,7.97,29,37.8,,
Europe,Andorra,2020-06-01,764,0,51,0,,77265,163.755,,,,,109.135,7.97,29,37.8,,
Europe,Austria,2020-04-04,11525,396,168,10,85.19,9006400,106.749,44.4,19.202,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37
Europe,Austria,2020-04-05,11766,241,186,18,85.19,9006400,106.749,44.4,19.202,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37
Europe,Austria,2020-04-06,11983,217,204,18,85.19,9006400,106.749,44.4,19.202,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37
Europe,Austria,2020-04-07,12297,314,220,16,85.19,9006400,106.749,44.4,19.202,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37
Europe,Austria,2020-04-08,12640,343,243,23,85.19,9006400,106.749,44.4,19.202,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37
Europe,Austria,2020-04-09,12969,329,273,30,85.19,9006400,106.749,44.4,19.202,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37
Europe,Austria,2020-04-10,13248,279,295,22,85.19,9006400,106.749,44.4,19.202,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37
Europe,Austria,2020-04-11,13560,312,319,24,85.19,9006400,106.749,44.4,19.202,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37
Europe,Austria,2020-04-12,13807,247,337,18,85.19,9006400,106.749,44.4,19.202,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37
Europe,Austria,2020-04-13,13937,130,350,13,85.19,9006400,106.749,44.4,19.202,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37
Europe,Austria,2020-04-14,14043,106,368,18,81.48,9006400,106.749,44.4,19.202,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37
Europe,Austria,2020-04-15,14234,191,384,16,81.48,9006400,106.749,44.4,19.202,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37
Europe,Austria,2020-04-16,14370,136,393,9,81.48,9006400,106.749,44.4,19.202,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37
Europe,Austria,2020-04-17,14448,78,410,17,81.48,9006400,106.749,44.4,19.202,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37
Europe,Austria,2020-04-18,14603,155,431,21,81.48,9006400,106.749,44.4,19.202,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37
Europe,Austria,2020-04-19,14662,59,443,12,81.48,9006400,106.749,44.4,19.202,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37
Europe,Austria,2020-04-20,14710,48,452,9,81.48,9006400,106.749,44.4,19.202,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37
Europe,Austria,2020-04-21,14783,73,462,10,81.48,9006400,106.749,44.4,19.202,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37
Europe,Austria,2020-04-22,14833,50,463,1,81.48,9006400,106.749,44.4,19.202,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37
Europe,Austria,2020-04-23,14924,91,494,31,78.7,9006400,106.749,44.4,19.202,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37
Europe,Austria,2020-04-24,14985,61,508,14,78.7,9006400,106.749,44.4,19.202,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37
Europe,Austria,2020-04-25,15068,83,513,5,78.7,9006400,106.749,44.4,19.202,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37
Europe,Austria,2020-04-26,15134,66,536,23,78.7,9006400,106.749,44.4,19.202,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37
Europe,Austria,2020-04-27,15189,55,542,6,78.7,9006400,106.749,44.4,19.202,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37
Europe,Austria,2020-04-28,15256,67,549,7,78.7,9006400,106.749,44.4,19.202,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37
Europe,Austria,2020-04-29,15314,58,569,20,78.7,9006400,106.749,44.4,19.202,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37
Europe,Austria,2020-04-30,15364,50,580,11,78.7,9006400,106.749,44.4,19.202,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37
Europe,Austria,2020-05-01,15424,60,584,4,71.3,9006400,106.749,44.4,19.202,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37
Europe,Austria,2020-05-02,15458,34,589,5,68.52,9006400,106.749,44.4,19.202,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37
Europe,Austria,2020-05-03,15470,12,596,7,68.52,9006400,106.749,44.4,19.202,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37
Europe,Austria,2020-05-04,15538,68,598,2,64.81,9006400,106.749,44.4,19.202,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37
Europe,Austria,2020-05-05,15569,31,600,2,64.81,9006400,106.749,44.4,19.202,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37
Europe,Austria,2020-05-06,15586,17,606,6,64.81,9006400,106.749,44.4,19.202,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37
Europe,Austria,2020-05-07,15651,65,608,2,64.81,9006400,106.749,44.4,19.202,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37
Europe,Austria,2020-05-08,15673,22,609,1,64.81,9006400,106.749,44.4,19.202,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37
Europe,Austria,2020-05-09,15735,62,614,5,64.81,9006400,106.749,44.4,19.202,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37
Europe,Austria,2020-05-10,15777,42,615,1,64.81,9006400,106.749,44.4,19.202,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37
Europe,Austria,2020-05-11,15787,10,618,3,59.26,9006400,106.749,44.4,19.202,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37
Europe,Austria,2020-05-12,15874,87,620,2,59.26,9006400,106.749,44.4,19.202,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37
Europe,Austria,2020-05-13,15910,36,623,3,59.26,9006400,106.749,44.4,19.202,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37
Europe,Austria,2020-05-14,15964,54,624,1,59.26,9006400,106.749,44.4,19.202,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37
Europe,Austria,2020-05-15,16005,41,626,2,59.26,9006400,106.749,44.4,19.202,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37
Europe,Austria,2020-05-16,16068,63,628,2,59.26,9006400,106.749,44.4,19.202,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37
Europe,Austria,2020-05-17,16140,72,628,0,59.26,9006400,106.749,44.4,19.202,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37
Europe,Austria,2020-05-18,16154,14,629,1,55.56,9006400,106.749,44.4,19.202,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37
Europe,Austria,2020-05-19,16179,25,629,0,55.56,9006400,106.749,44.4,19.202,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37
Europe,Austria,2020-05-20,16257,78,632,3,55.56,9006400,106.749,44.4,19.202,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37
Europe,Austria,2020-05-21,16275,18,633,1,55.56,9006400,106.749,44.4,19.202,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37
Europe,Austria,2020-05-22,16332,57,633,0,55.56,9006400,106.749,44.4,19.202,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37
Europe,Austria,2020-05-23,16361,29,635,2,55.56,9006400,106.749,44.4,19.202,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37
Europe,Austria,2020-05-24,16407,46,639,4,55.56,9006400,106.749,44.4,19.202,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37
Europe,Austria,2020-05-25,16439,32,640,1,55.56,9006400,106.749,44.4,19.202,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37
Europe,Austria,2020-05-26,16459,20,641,1,55.56,9006400,106.749,44.4,19.202,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37
Europe,Austria,2020-05-27,16497,38,643,2,55.56,9006400,106.749,44.4,19.202,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37
Europe,Austria,2020-05-28,16515,18,645,2,55.56,9006400,106.749,44.4,19.202,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37
Europe,Austria,2020-05-29,16543,28,668,23,,9006400,106.749,44.4,19.202,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37
Europe,Austria,2020-05-30,16594,51,668,0,,9006400,106.749,44.4,19.202,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37
Europe,Austria,2020-05-31,16638,44,668,0,,9006400,106.749,44.4,19.202,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37
Europe,Austria,2020-06-01,16642,4,668,0,,9006400,106.749,44.4,19.202,45436.686,0.7,145.183,6.35,28.4,30.9,,7.37
Europe,Belarus,2020-04-04,351,97,4,0,19.44,9449321,46.858,40.3,14.799,17167.967,,443.129,5.18,10.5,46.1,,11
Europe,Belarus,2020-04-05,394,43,5,1,19.44,9449321,46.858,40.3,14.799,17167.967,,443.129,5.18,10.5,46.1,,11
Europe,Belarus,2020-04-06,564,170,8,3,19.44,9449321,46.858,40.3,14.799,17167.967,,443.129,5.18,10.5,46.1,,11
Europe,Belarus,2020-04-07,700,136,13,5,19.44,9449321,46.858,40.3,14.799,17167.967,,443.129,5.18,10.5,46.1,,11
Europe,Belarus,2020-04-08,861,161,13,0,19.44,9449321,46.858,40.3,14.799,17167.967,,443.129,5.18,10.5,46.1,,11
Europe,Belarus,2020-04-09,1066,205,13,0,19.44,9449321,46.858,40.3,14.799,17167.967,,443.129,5.18,10.5,46.1,,11
Europe,Belarus,2020-04-10,1486,420,16,3,19.44,9449321,46.858,40.3,14.799,17167.967,,443.129,5.18,10.5,46.1,,11
Europe,Belarus,2020-04-11,1981,495,19,3,19.44,9449321,46.858,40.3,14.799,17167.967,,443.129,5.18,10.5,46.1,,11
Europe,Belarus,2020-04-12,2226,245,23,4,19.44,9449321,46.858,40.3,14.799,17167.967,,443.129,5.18,10.5,46.1,,11
Europe,Belarus,2020-04-13,2578,352,26,3,19.44,9449321,46.858,40.3,14.799,17167.967,,443.129,5.18,10.5,46.1,,11
Europe,Belarus,2020-04-14,2919,341,29,3,19.44,9449321,46.858,40.3,14.799,17167.967,,443.129,5.18,10.5,46.1,,11
Europe,Belarus,2020-04-15,3281,362,33,4,19.44,9449321,46.858,40.3,14.799,17167.967,,443.129,5.18,10.5,46.1,,11
Europe,Belarus,2020-04-16,3728,447,36,3,19.44,9449321,46.858,40.3,14.799,17167.967,,443.129,5.18,10.5,46.1,,11
Europe,Belarus,2020-04-17,4204,476,40,4,19.44,9449321,46.858,40.3,14.799,17167.967,,443.129,5.18,10.5,46.1,,11
Europe,Belarus,2020-04-18,4779,575,42,2,19.44,9449321,46.858,40.3,14.799,17167.967,,443.129,5.18,10.5,46.1,,11
Europe,Belarus,2020-04-19,4779,0,45,3,19.44,9449321,46.858,40.3,14.799,17167.967,,443.129,5.18,10.5,46.1,,11
Europe,Belarus,2020-04-20,4779,0,47,2,13.89,9449321,46.858,40.3,14.799,17167.967,,443.129,5.18,10.5,46.1,,11
Europe,Belarus,2020-04-21,6264,1485,51,4,13.89,9449321,46.858,40.3,14.799,17167.967,,443.129,5.18,10.5,46.1,,11
Europe,Belarus,2020-04-22,6723,459,55,4,13.89,9449321,46.858,40.3,14.799,17167.967,,443.129,5.18,10.5,46.1,,11
Europe,Belarus,2020-04-23,7281,558,58,3,13.89,9449321,46.858,40.3,14.799,17167.967,,443.129,5.18,10.5,46.1,,11
Europe,Belarus,2020-04-24,8022,741,60,2,13.89,9449321,46.858,40.3,14.799,17167.967,,443.129,5.18,10.5,46.1,,11
Europe,Belarus,2020-04-25,8773,751,63,3,13.89,9449321,46.858,40.3,14.799,17167.967,,443.129,5.18,10.5,46.1,,11
Europe,Belarus,2020-04-26,9590,817,67,4,13.89,9449321,46.858,40.3,14.799,17167.967,,443.129,5.18,10.5,46.1,,11
Europe,Belarus,2020-04-27,10463,873,72,5,13.89,9449321,46.858,40.3,14.799,17167.967,,443.129,5.18,10.5,46.1,,11
Europe,Belarus,2020-04-28,11289,826,75,3,13.89,9449321,46.858,40.3,14.799,17167.967,,443.129,5.18,10.5,46.1,,11
Europe,Belarus,2020-04-29,12208,919,79,4,13.89,9449321,46.858,40.3,14.799,17167.967,,443.129,5.18,10.5,46.1,,11
Europe,Belarus,2020-04-30,13181,973,84,5,13.89,9449321,46.858,40.3,14.799,17167.967,,443.129,5.18,10.5,46.1,,11
Europe,Belarus,2020-05-01,14027,846,89,5,13.89,9449321,46.858,40.3,14.799,17167.967,,443.129,5.18,10.5,46.1,,11
Europe,Belarus,2020-05-02,14917,890,93,4,13.89,9449321,46.858,40.3,14.799,17167.967,,443.129,5.18,10.5,46.1,,11
Europe,Belarus,2020-05-03,15828,911,97,4,13.89,9449321,46.858,40.3,14.799,17167.967,,443.129,5.18,10.5,46.1,,11
